"city_id","year","country_id","transport_co2","total_co2","cp_active","lez_active","cp_impl_year","lez_impl_year","cp_announce_year","lez_announce_year","population","pop_density","gdp_pc","unemployment","education_share","public_transit_score","road_km_pc","tourism_intensity","logistics_activity","pm25","political_green","fiscal_capacity","electoral_competitiveness","ngo_environment_index","national_climate_pact","electricity_price","fuel_price","temp_anomaly","precip","heating_degree_days","renewable_electricity_share","fleet_diesel_share","fleet_petrol_share","fleet_electric_share","industry_manufacturing","industry_services","industry_logistics","industry_public","area_km2","elevation","coastal","latitude_zone","museum_visitors_pc","library_count","streetlight_density","fountain_count","bench_count_pc","flagpole_count","sister_city_count"
"city_003",2016,"country_06",1603.2,13307.2,1,1,2012,2014,2011,2013,1596500,6548.4,47541,6.08,32.65,65.6,4.48,3.58,114.3,28.97,0.2735,0.2648,0.4838,70.4,1,143.7,1.468,-0.68,782,3035,21.04,0.3523,0.6004,0.0473,0.1948,0.1992,0.4479,0.158,243.8,326,1,1,1.85,3,43.3,9,6.29,5,8
"city_003",2017,"country_06",1286.9,11974.3,1,1,2012,2014,2011,2013,1592126,6530.5,48386,5.98,33.38,66.3,4.38,3.46,115,30.1,0.2676,0.3385,0.4774,63.8,1,148,1.461,-0.45,725,3050,20.56,0.3418,0.6081,0.0501,0.1951,0.1975,0.4501,0.1572,243.8,326,1,1,1.88,3,42.9,9,6.21,5,8
"city_003",2018,"country_06",1003.7,10327.1,1,1,2012,2014,2011,2013,1587212,6510.3,48998,5.78,33.15,66.8,4.8,3.4,113.1,28.98,0.2653,0.3687,0.5201,63.6,1,144.2,1.456,-0.46,741,3047,21.65,0.3452,0.5948,0.06,0.1949,0.1957,0.4505,0.1589,243.8,326,1,1,1.58,3,43.6,9,5.91,5,8
"city_003",2019,"country_06",857.6,9368.6,1,1,2012,2014,2011,2013,1577299,6469.6,49300,5.91,34.12,67,4.75,3.46,114.8,28.56,0.2515,0.3624,0.5605,64.2,1,148,1.464,-0.69,726,3166,23.78,0.3336,0.5938,0.0726,0.1917,0.1985,0.4532,0.1566,243.8,326,1,1,1.79,3,45.3,9,5.89,5,8
"city_003",2020,"country_06",712.3,8651,1,1,2012,2014,2011,2013,1570086,6440.1,49079,6.15,34.75,68.6,4.59,3.25,112.8,28.41,0.232,0.3887,0.5479,51.3,1,154.3,1.486,-0.24,648,3164,24.14,0.3124,0.6054,0.0822,0.1889,0.1963,0.4565,0.1583,243.8,326,1,1,1.81,3,47.7,10,5.82,5,8
"city_003",2021,"country_06",677.1,8400.7,1,1,2012,2014,2011,2013,1563561,6413.3,50168,6.43,34.8,70.8,4.68,3.4,120.5,26.73,0.2264,0.4085,0.5742,47.7,1,150.3,1.492,-0.11,682,3162,27.27,0.2933,0.6113,0.0954,0.189,0.1952,0.4561,0.1597,243.8,326,1,1,1.72,3,47.9,10,6.08,5,9
"city_003",2022,"country_06",603.1,7726.7,1,1,2012,2014,2011,2013,1554834,6377.5,50188,6.82,34.59,74,4.91,3.25,121.4,26.35,0.2545,0.4218,0.5369,49.2,1,232.1,1.532,0.31,705,3170,29.22,0.2891,0.6029,0.108,0.1908,0.1953,0.4597,0.1542,243.8,326,1,1,1.83,3,48,10,6.2,5,9
"city_003",2023,"country_06",570.8,7607.4,1,1,2012,2014,2011,2013,1549513,6355.7,50351,6.64,35.45,72,4.72,3.14,108.2,25.86,0.2722,0.3652,0.5262,50.5,1,227.6,1.573,0.1,647,3144,29.63,0.2902,0.5945,0.1153,0.1915,0.1948,0.4605,0.1532,243.8,326,1,1,1.91,3,45.9,10,6.31,6,9
"city_003",2024,"country_06",578.6,7245.3,1,1,2012,2014,2011,2013,1547972,6349.4,50625,6.33,35.88,70.8,4.91,3.04,103,26.21,0.272,0.3412,0.5525,55.6,1,211.3,1.578,0.21,655,3077,32.63,0.2821,0.5945,0.1234,0.1916,0.1952,0.4587,0.1544,243.8,326,1,1,1.96,3,47.6,10,5.9,6,9
"city_004",2008,"country_04",434,3160.2,0,0,2014,0,2009,0,407652,1413.5,26258,5.55,36.39,69.2,4.28,2.83,64.7,21.32,0.3488,0.3205,0.7395,65.7,0,124.3,1.496,-0.03,721,3004,22.36,0.3773,0.5927,0.03,0.2551,0.2934,0.1125,0.339,288.4,149,1,2,7.15,2,53.3,4,8.89,2,3
"city_004",2009,"country_04",427,2978.5,0,0,2014,0,2009,0,406028,1407.9,25734,6.06,35.83,69,4.66,2.96,70,20.91,0.3647,0.3657,0.6623,60.5,0,125.5,1.499,-0.18,777,2997,22.7,0.3891,0.5769,0.034,0.2541,0.2951,0.11,0.3408,288.4,149,1,2,7.31,2,52.4,4,9.22,2,3
"city_004",2010,"country_04",442.6,2970.8,0,0,2014,0,2009,0,403661,1399.7,25988,6.25,35.12,68.2,4.62,3.38,68,21.45,0.3619,0.384,0.6253,54.4,0,128.3,1.492,0.53,778,3029,23.26,0.3906,0.5722,0.0373,0.2578,0.2967,0.1085,0.3371,288.4,149,1,2,7.39,2,54.5,4,9.64,2,3
"city_004",2011,"country_04",460.6,3112.1,0,0,2014,0,2009,0,402076,1394.2,25205,6.36,34.1,67.5,4.59,3.18,73.1,21.18,0.3645,0.4239,0.6184,56.1,0,129.3,1.5,0.09,744,3076,25.22,0.3814,0.5797,0.0389,0.2569,0.298,0.1082,0.3369,288.4,149,1,2,7.33,2,52.5,4,9.24,2,3
"city_004",2012,"country_04",442.3,3124.8,0,0,2014,0,2009,0,401015,1390.5,26366,6.52,33.84,67.2,4.66,3.18,80.9,21.65,0.3553,0.4092,0.6154,57,0,132.8,1.492,0.37,736,3062,27.44,0.387,0.5715,0.0416,0.2561,0.2978,0.1082,0.3379,288.4,149,1,2,7.19,2,54.7,5,9.42,2,3
"city_004",2013,"country_04",372.4,3233.8,0,0,2014,0,2009,0,400192,1387.6,26749,6.24,34.16,68,4.71,3.18,75.5,21.11,0.3722,0.3593,0.6085,42.9,0,133.8,1.509,0.18,868,3020,28.5,0.3824,0.5746,0.043,0.2568,0.2954,0.1062,0.3416,288.4,149,1,2,7.03,2,54.8,6,9.31,2,3
"city_004",2014,"country_04",285.9,3101.1,1,0,2014,0,2009,0,399370,1384.8,26435,5.92,34.02,67.9,4.85,3.2,81,21.09,0.3923,0.3155,0.5689,42.8,0,135.7,1.507,0.34,798,3005,28.17,0.3767,0.576,0.0473,0.2573,0.2926,0.1081,0.342,288.4,149,1,2,6.83,2,54.8,6,9.26,2,3
"city_004",2015,"country_04",269.4,2865.7,1,0,2014,0,2009,0,396961,1376.4,27662,5.7,34.09,68.2,4.73,3.07,83,21.73,0.4015,0.3306,0.5383,46.8,0,135.4,1.506,0.51,750,3022,29.49,0.3815,0.5681,0.0503,0.2601,0.2933,0.1071,0.3395,288.4,149,1,2,6.65,2,52.2,6,8.76,2,3
"city_004",2016,"country_04",251,2672.6,1,0,2014,0,2009,0,395214,1370.4,28121,5.67,33.74,66.8,4.71,3.15,86.2,22.39,0.4071,0.3701,0.583,41.7,0,141.8,1.505,0.91,750,2999,31.41,0.3682,0.5816,0.0502,0.2613,0.2944,0.1062,0.3382,288.4,149,1,2,6.48,2,51.2,6,9.36,4,3
"city_004",2017,"country_04",261.2,2550.8,1,0,2014,0,2009,0,393356,1363.9,28279,5.86,33.59,68.6,4.59,3.5,96.4,20.24,0.4044,0.3875,0.5871,41.6,0,143.6,1.509,0.35,702,3020,31.29,0.3694,0.5794,0.0512,0.2629,0.2932,0.1051,0.3388,288.4,149,1,2,6.38,2,49.4,6,8.89,4,3
"city_004",2018,"country_04",242.6,2358,1,0,2014,0,2009,0,391957,1359.1,29635,5.99,33.42,68.2,4.42,3.46,90.9,19.89,0.3994,0.3779,0.5161,34.8,0,149.4,1.528,0.62,746,3049,31.73,0.3691,0.5702,0.0607,0.2618,0.2959,0.1017,0.3406,288.4,149,1,2,6.32,2,52,6,8.85,4,4
"city_004",2019,"country_04",236.7,2175.8,1,0,2014,0,2009,0,390208,1353,30339,5.82,33.55,67.2,4.41,3.66,96.5,20.36,0.4155,0.4035,0.5002,28.6,0,144.9,1.547,0.81,770,3118,34.21,0.3492,0.5757,0.0751,0.2611,0.2951,0.1,0.3438,288.4,149,1,2,6.26,2,52.9,6,8.71,4,4
"city_004",2020,"country_04",224.1,2193,1,0,2014,0,2009,0,387936,1345.1,30095,5.87,33.71,65,4.66,3.63,99.5,21.66,0.4279,0.3686,0.5251,35.7,0,151.7,1.565,0.58,777,3163,36,0.3402,0.5753,0.0845,0.2602,0.2947,0.0987,0.3465,288.4,149,1,2,6.21,2,50.9,6,9.01,5,4
"city_004",2021,"country_04",218,2163.4,1,0,2014,0,2009,0,387107,1342.3,30584,5.81,34.25,64.5,4.81,3.38,99.2,20.25,0.4272,0.3861,0.5726,31.8,0,149,1.582,0.33,705,3129,36.23,0.3477,0.5555,0.0968,0.258,0.2938,0.1002,0.348,288.4,149,1,2,6.17,2,49.4,6,9.33,5,4
"city_004",2022,"country_04",205.4,2078.2,1,0,2014,0,2009,0,384250,1332.4,30205,6.15,33.84,65.6,4.75,3.59,91.1,20.86,0.423,0.4314,0.6066,31.9,0,226.6,1.623,0.12,767,3102,38.19,0.3357,0.5542,0.1101,0.2618,0.2923,0.0978,0.3481,288.4,149,1,2,6.46,2,48.3,6,9.45,6,4
"city_004",2023,"country_04",192,2051.2,1,0,2014,0,2009,0,381897,1324.2,30347,6.12,33.71,66.2,4.56,3.35,93.4,19.86,0.4215,0.4786,0.6274,29,0,223.5,1.625,0.4,747,2976,38.68,0.345,0.5366,0.1184,0.2646,0.2916,0.0953,0.3485,288.4,149,1,2,6.23,2,51.5,6,9.45,7,4
"city_004",2024,"country_04",172.7,2068.1,1,0,2014,0,2009,0,382495,1326.3,31054,6.01,33.65,67.1,4.43,3.31,99.3,19.68,0.4232,0.4886,0.5936,26.1,0,207.7,1.647,0.16,710,2976,41.56,0.3221,0.548,0.1299,0.2615,0.2899,0.0981,0.3506,288.4,149,1,2,6.33,2,52,6,9.6,8,5
"city_005",2008,"country_05",599,3642,0,0,2017,2015,2016,2015,481489,797.8,31238,6.74,33.34,50.4,4.57,5.08,85,27.05,0.1761,0.3285,0.3496,31.5,0,125,1.423,0.02,851,2444,20.65,0.4067,0.5633,0.03,0.0776,0.2643,0.3588,0.2993,603.5,229,1,2,1.47,2,64,1,6.79,1,2
"city_005",2009,"country_05",628.7,3624.7,0,0,2017,2015,2016,2015,479337,794.3,31263,6.86,32.51,51.9,4.71,4.86,81.7,27.12,0.2048,0.298,0.3449,42.3,0,126.2,1.46,0.29,778,2431,21.04,0.408,0.5603,0.0318,0.0761,0.2603,0.3609,0.3027,603.5,229,1,2,1.47,2,64,1,6.33,2,3
"city_005",2010,"country_05",644.4,3617.2,0,0,2017,2015,2016,2015,481885,798.5,30006,6.95,32.41,50.5,4.78,4.74,79.6,25.87,0.1984,0.2818,0.3768,41.5,0,131,1.495,0.74,804,2354,22.27,0.4089,0.5556,0.0355,0.0761,0.2625,0.3574,0.304,603.5,229,1,2,1.54,2,63.5,2,5.93,2,3
"city_005",2011,"country_05",660.2,3542.6,0,0,2017,2015,2016,2015,481982,798.6,29358,6.84,31.77,49.9,4.71,4.39,85.9,27.08,0.2062,0.2735,0.4138,31.8,0,130.1,1.504,0.63,785,2356,22.11,0.408,0.5562,0.0357,0.0754,0.2623,0.3599,0.3024,603.5,229,1,2,1.6,2,64.1,2,5.67,2,3
"city_005",2012,"country_05",616.7,3289.5,0,0,2017,2015,2016,2015,485024,803.7,29420,6.5,30.68,50.9,4.6,4.09,86.8,27.95,0.2071,0.2702,0.4829,34.1,0,132.2,1.533,0.74,761,2396,23.07,0.3933,0.5681,0.0386,0.0761,0.2629,0.3596,0.3015,603.5,229,1,2,1.47,2,64.4,2,5.79,2,3
"city_005",2013,"country_05",659.5,3230.5,0,0,2017,2015,2016,2015,487110,807.1,30295,6.71,31.06,51,4.43,3.56,86.6,27.43,0.2099,0.2967,0.4955,36,0,133.2,1.505,0.35,691,2424,22.07,0.3799,0.5804,0.0397,0.0779,0.2608,0.3595,0.3018,603.5,229,1,2,1.5,2,66.6,2,6.02,2,3
